item,count
"If my platelet count is abnormal, what follow-up tests might my healthcare practitioner order?",1
"If my O&P is positive, what is the treatment?",1
"If my healthcare provider thinks I have a fungal infection, why am I being tested for tuberculosis?",1
"If my haptoglobin level is low, when will it return to normal?",1
"If my fibrinogen level is increased, what can I do to reduce it?",1
"If my doctor tells me to eat 100 grams of fat a day, can I vary it between 50 and 150 grams?",1
"If my blood smear shows abnormal results, what additional testing might be done?",1
"If my AFP is abnormal, do I need other tests?",1
"If Lp(a) levels don't really change over my lifetime, why would my healthcare practitioner prescribe treatment?",1
"If I've had a bicarbonate (total CO2) test, why does my healthcare practitioner want to test my blood gases?",1
"If it is possible that I have an HBV infection, will I need to have all these tests done?",1
I found out I am positive for HTLV. What precautions should I take to avoid infecting others?,1
"If I think I have an allergy, should I have a tryptase test done?",1
"If I think I have an allergy, should I have a histamine test done?",1
"If I need to go on the insulin pump, will I need a C-peptide test?",1
"If I have viral hepatitis, am I contagious?",1
"If I have undetectable HIV viral load, can I still spread the disease?",1
"If I have the same MTHFR gene mutations as a relative, why is my homocysteine level significantly different?",1
"If I have the PML-RARA gene, should my close family members be tested?",1
"If I have the Philadelphia chromosome and <em>BCR-ABL1</em> gene, should my close family members be tested?",1
"If I have the <em>FIP1L1-PDGFRA</em> fusion gene, should my family members be tested?",1
"If I have or had CMV, can I spread it to others?",1
"If I have one antiphospholipid antibody, will I develop others?",1
"If I have measles or mumps and develop complications, will they go away once the infection resolves?",1
"If I have liver cancer in my family, should I be tested for DCP?",1
"If I have hepatitis, should I have a DCP test performed?",1
"If one of my children has CF, should my other children be tested?",1
"If the disease is very mild, why should I be tested?",1
"In addition to ASO, what other testing might be done?",1
Image credit: NIDDK,1
"In addition to a reticulocyte count, what other tests may be done?",1
"In addition to a PTT, what other tests might be done?",1
"In addition to acetaminophen levels, what other lab tests might be done?",1
Immunoreactive Trypsinogen (IRT),1
Immunophenotyping by Flow Cytometry,1
"Immunoglobulins, Quantitative",1
"Immunoglobulins (IgA, IgG, IgM)",1
Immunoglobulin E,1
Immunofixation Electrophoresis,1
Immunization Test Results,1
I’m having a hard time getting pregnant. What tests do I need?,1
I'm having a hard time getting pregnant. What tests do I need?,1
I’m blood type O. Do I have a chance of having a baby with ABO hemolytic disease of the newborn?,1
I'm a woman who has had the HPV vaccine. Do I need cervical cancer screening?,1
Image credit: National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),1
"If the LD test is not specific, how can it be clinically useful?",1
Illustration of the KRAS protein. Image credit: National Institutes of Health,1
"I know eating foods high in iron or taking iron supplements will increase my iron level, but will it also increase my ferritin level?",1
I heard there is another test that certain people should have before taking carbamazepine. What is it?,1
I heard that some athletes may be tested for hCG. Why is that?,1
I have had cholesterol tests but never an hs-CRP test. Why?,1
I have been taking prednisone (glucocorticoid medication) for some time. Why would suddenly stopping it cause signs and symptoms of adrenal insufficiency?,1
I have been sick for more than a week.  Why would my healthcare practitioner order a sputum culture now?,1
I have a strong family history of breast cancer. Shouldn't I be screened for CA 15-3?,1
I had a screening test for cholesterol. It was less than 200 mg/dL (5.18 mmol/L). Do I need a lipid panel?,1
I had a boil on my arm and the healthcare practitioner did not do a culture of the material when he drained it. Why not?,1
IGRA TB Test,1
"If this antibody targets CYP450 2D6, why is it called anti-liver kidney microsome-1 (anti-LKM-1)?",1
"If there are no symptoms, how will I know if I have an abnormal phosphorus level?",1
"If the level of my histone antibodies decreases, can I take my drug again?",1
How is hepatitis A treated?,1
How is heart failure treated?,1
How is gestational diabetes treated?,1
Finding a Pap Smear,1
Finding a COVID-19 Antibody Test,1
Finding a COVID-19 Antigen Test,1
Finding a Gonorrhea Test,1
Finding an Antinuclear Antibody Test,1
Finding an HIV Test,1
Finding an Immunization Test,1
Finding a PCR or Other Molecular COVID-19 Test,1
How is genetic testing for targeted cancer therapy used?,1
Finding a Thyroid Panel Test,1
Finding a Total Cholesterol Test,1
FIP1L1-PDGFRA,1
FIP1L1-PDGFRA Fusion by FISH or RT-PCR,1
First Trimester Screening,1
Folate,1
Finding a Comprehensive Metabolic Panel,1
Finding a BRCA Gene Mutation Test,1
Finding a 10-Panel Drug Test,1
Fibrinogen,1
Fetal Fibronectin (fFN),1
"Ferritin, serum",1
Ferritin,1
Fecal Occult Blood Testing kit. Image credit: National Cancer Institute,1
Fecal Immunochemical Test and Fecal Occult Blood Test,1
Fecal Fat,1
Fecal Elastase-1,1
"Fat, Fecal Qualitative or Quantitative",1
Factor V Leiden Mutation and PT 20210 Mutation,1
Factor V Leiden Mutation,1
Extractable Nuclear Antigen Antibodies (ENA) Panel,1
Extractable Nuclear Antigen Antibodies,1
Examples of Drugs of Abuse,1
Follicle-stimulating Hormone (FSH),1
"For a DRE, the doctor inserts a gloved, lubricated finger into the rectum and feels the prostate to check for anything abnormal. Image credit: Alan Hoofring, NCI",1
For Health Professionals: Table of Protein Groups,1
Giardia lamblia as seen under a microscope. Image credit: CDC,1
Group B <em>Streptococcus</em>,1
Group B Beta-hemolytic <em>Streptococcus</em>,1
Group A streptococcus bacteria on human white blood cell. Group A strep causes strep throat. Image credit: National Institute of Allergies and Infectious Diseaes,1
Group A Beta Hemolytic Streptococcus Culture,1
Gram Stain,1
Gonorrhea Test Results,1
Gonorrhea Testing,1
Glutamic Acid Decarboxylase Autoantibodies (GADA),1
"Glucose Tolerance Test, Pregnancy",1
Glucose Tolerance Test,1
Glucose Tests for Gestational Diabetes,1
Glucose Tests,1
Glucose-6-Phosphate Dehydrogenase,1
Glucose,1
Giardia as seen under a microscope. Image credit: CDC,1
Fractionated Plasma Free Metanephrines (Metanephrine and Normetanephrine),1
Genital Human Papillomavirus,1
Genetic Tests for Targeted Cancer Therapy,1
Gastrointestinal Pathogens Panel,1
Gastrin,1
"Gastric Parietal Cell Antibody, IgG",1
Gamma-Glutamyl Transferase (GGT),1
GAD65 Autoantibodies,1
"G6PD deficiency is a common disorder that leads to the formation of bite cells, which can be seen in a stained blood smear. Image credit: Chuanyi Mark Lu, MD, PhD",1
G6PD,1
Fungal Tests,1
Fructosamine,1
Free Triiodothyronine,1
Free Thyroxine,1
Free Kappa/Lambda Ratio,1
Ethanol,1
Estrogens,1
"Estrogen Receptor, Progesterone Receptor Breast Cancer Testing",1
Does the amount of plasma free metanephrines detected correspond to the size of the tumor?,1
Do I need to stop taking any medications or are there any dietary restrictions for this test?,1
Do I need to let my other healthcare providers know that I am taking methotrexate?,1
Do I need to know my blood type?,1
Do I need to have all three types of AAT testing?,1
Do I need to follow a gluten-free diet if I have been diagnosed with celiac disease but have never had any symptoms?,1
Do I need to fast for a fructosamine test?,1
Do I need both tests (blood and urine) or is one better than the other?,1
Do healthcare practitioners test TSH during pregnancy?,1
Does this test detect all genetic causes of cystic fibrosis?,1
Does this mean my drug levels do not have to be monitored?,1
Does the vaccine have any risks?,1
Does the type and/or amount of heparin I receive make a difference in my risk for developing HIT?,1
Does the Epstein-Barr virus (EBV) cause chronic fatigue syndrome?,1
Does the amount of urine metanephrines detected correspond to the size of the tumor?,1
Does testing non-HDL-C have some advantages compared to LDL-C?,1
Do I need to tell my other healthcare providers that I am receiving heparin?,1
Does soy milk have lactose in it?,1
Does ovarian cancer run in families?,1
Does NIPS test for open neural tube defects such as spina bifida?,1
Does my sample for a DHEAS level have to be drawn at a certain time of day like other hormone tests?,1
Does my risk of being a carrier vary depending on my ethnic background?,1
Does lactose intolerance only apply to breast milk and cow's milk?,1
Does kidney damage go away?,1
Does it matter which antibodies I have?,1
Does it matter whether I have a lactoferrin or a calprotectin test?,1
Does histamine do anything besides cause allergic reaction symptoms?,1
Does HER2-targeted therapy work for every tumor that is HER2-positive?,1
Does having chlamydia put me at greater risk for other STDs?,1
Does GBS cause serious infections in adults?,1
Does everyone with HIT antibodies develop HIT II?,1
Do I need to tell a new healthcare provider that I have a G6PD deficiency if I do not have any symptoms?,1
Do I need to tell other healthcare practitioners that I am on TNF inhibitor therapy?,1
Estrogen and Progesterone Receptor Status,1
Electrolyte Panel,1
Estimated Glomerular Filtration Rate (eGFR),1
Erythropoietin,1
Erythrocyte Sedimentation Rate (ESR),1
Erythrocyte Acetylcholinesterase,1
Ergocalciferol (Vitamin D<sub>2</sub>),1
Epstein-Barr Virus (EBV) Antibody Tests,1
Epstein-Barr Virus Antibodies,1
Epithelial cells,1
Epidermal Growth Factor Receptor,1
Eosinophils,1
"Enteric Pathogens Culture, stool",1
Entamoeba histolytica cyst. Image credit: CDC,1
Emergency and Overdose Drug Testing,1
Electrolytes and Anion Gap,1
EGFR Mutation Testing,1
Do I really have to filter all of my urine for this test?,1
E. coli O157 culture,1
D-Xylose Absorption Test,1
Drugs of Abuse Screen,1
Drug Abuse Testing,1
"Drawing of the digestive tract. The colon, rectum, stomach, small intestine, and anus are shown.  Image credit: Alan Hoofring, NCI",1
Drawing of a section of the small intestine with detail of villi. Image credit: National Institute of Diabetes and Digestive and Kidney Diseases,1
"Do the autoantibodies ICA, IAA, GADA, IA-2A or ZnT8A destroy the beta cells?",1
Do some people have an inherited (genetic) risk of abnormal bilirubin levels?,1
Do some medicines interact badly with vancomycin?,1
Do silver teeth fillings contain mercury?,1
Do RBC antibodies go away?,1
Do RBC antibodies affect blood donation?,1
Do other group A strep cause other types of infections?,1
Do I really need to save all of my urine for 24 hours?,1
Growth Hormone,1
Haptoglobin,1
hCG Tumor Marker,1
How deadly are strokes?,1
How do I know whether or not I should have testing done?,1
How do I know what to eat and where can I get help?,1
How do genes vary and how does pharmacogenetic testing work?,1
How does the test that I do at home myself compare with the results of a test done in a lab?,1
How does the healthcare practitioner tell whether a tumor is benign or cancerous?,1
How does my healthcare practitioner tell whether a tumor is benign or cancerous?,1
How does diet affect creatinine levels?,1
How does BUN change with age?,1
How does a healthcare practitioner locate the carcinoid tumor?,1
How does a healthcare practitioner locate the carcinoid or neuroendocrine tumor?,1
How does a healthcare practitioner find a stone in my urinary tract?,1
How does a healthcare practitioner determine how much drug to give me?,1
How does a bone marrow aspiration and/or biopsy compare with a bone marrow collection for donation?,1
How did I get infected with <em>H. pylori</em>?,1
How could I have gotten the virus without knowing it?,1
How do microbes become resistant to antimicrobial drugs?,1
How common is heart failure?,1
How common is alpha-1 antitrypsin deficiency?,1
How common are T-cell lymphomas?,1
How common are B-cell gene rearrangements?,1
How can trichomoniasis be prevented?,1
How can the healthcare practitioner determine the sex of a baby with sex organs that are not clearly male or female?,1
How can the doctor determine the sex of a baby with sex organs that are not clearly male or female?,1
How can syphilis be prevented?,1
"How can I test my soil, water, or the paint on my house for heavy metals?",1
How can I tell if my cytomegalovirus (CMV) has reactivated?,1
How can I tell if I am contagious and can spread the infection to others?,1
How can I protect myself from getting a MRSA infection?,1
How can I prevent kidney stones?,1
How can I prevent a respiratory infection?,1
How do I tell if a high cortisol level isn't just from stress?,1
How do people get exposed? Is touching these products enough to raise my blood lead level?,1
How can I prevent a GI infection?,1
How is a PCR different from a COVID-19 antibody test?,1
How is estimated Average Glucose (eAG) calculated?,1
How is Epstein-Barr virus (EBV) infection or infectious mononucleosis (mono) treated?,1
How is diabetes treated?,1
How is diabetes insipidus different than diabetes mellitus?,1
How is cryoglobulinemia treated?,1
How is chlamydia treated?,1
How is a whooping cough treated?,1
How is a total cholesterol test different from an HDL test?,1
How is a total cholesterol test different from a lipid panel?,1
How is a total cholesterol test different from a direct LDL test?,1
How is a salicylate overdose treated?,1
How is a protein C or protein S deficiency treated?,1
How is a person with lupus anticoagulant treated?,1
How is a PCR different from a COVID-19 antigen test?,1
How is a Pap smear different from an HPV test?,1
How do pharmacogenetic tests differ from genetic tests?,1
How is antibody testing different from PCR and molecular testing for COVID-19?,1
How is antibody testing different from COVID-19 antigen testing?,1
How is an insulinoma treated?,1
How is an eGFR calculated?,1
How is an acetaminophen overdose treated?,1
How is Alzheimer disease definitively diagnosed?,1
How is a COVID-19 antigen test different from a PCR or molecular test?,1
How is a COVID-19 antigen test different from an antibody test?,1
How fast does PBC progress?,1
How else might my health practitioner use the measurement of SHBG levels in my care?,1
How else might my doctor evaluate the cell production in my bone marrow?,1
How effective is the skin test for allergies?,1
How do you treat abnormal bilirubin levels and/or jaundice?,1
How do they decide what strains are in the vaccine each year?,1
How can I prevent a parasitic infection?,1
How can I lower my VLDL-C level?,1
HCO<sub>3</sub>-,1
Heparin Anti-Xa,1
Herpes Simplex Virus (HSV) Culture,1
"Herpes Simplex Virus 1 and 2, Qualitative PCR",1
Hereditary spherocytosis: A Patient&#039;s Journey. Video Credit: American Society of Hemaotology,1
HER2(ERBB2) Amplification; HER2(ERBB2) Overexpression,1
HER2,1
Hepatitis C Virus Genotype,1
Hepatitis C Testing,1
"Hepatitis can cause yellowing of the eyes and skin (jaundice). Image credit: Thomas F. Sellers, CDC",1
Hepatitis B Virus Testing,1
Hepatitis B Testing,1
Hepatitis A Testing,1
Hepatic Function Panel,1
Heparin-induced Thrombocytopenia Platelet Factor 4 Antibody,1
Heparin-induced Thrombocytopenia PF4 Antibody,1
Hemoglobin S Evaluation,1
"Herpes simplex virus type 1. Image credit: Bernard Heymann, NIAMS",1
Hemoglobin Reference Range,1
Hemoglobinopathy Evaluation,1
Hemoglobin Isoelectric Focusing,1
Hemoglobin Electrophoresis,1
Hemoglobin by HPLC,1
Hemoglobin by Capillary Electrophoresis,1
Hemoglobin A1c,1
Hemoglobin,1
Hematocrit Reference Range,1
Hematocrit,1
Helicobacter pylori (H. pylori) Testing,1
Heavy Metals Panel,1
Heavy Metals,1
HDL Cholesterol,1
"Herpes Simplex Virus (HSV) Type 1- and Type 2-Specific Antibodies, IgG, Serum",1
Herpes Testing,1
How can I determine my risk of developing a blood clot?,1
How are pituitary tumors that produce prolactin (prolactinoma) treated?,1
How can I decrease my LDL-P?,1
How can I change my PTT?,1
How can HPV be prevented?,1
How can herpes be prevented?,1
How can chlamydia be prevented?,1
How can a diabetes educator help me?,1
How bad is the pain with kidney stones?,1
How are vitamin A deficiencies treated?,1
How are they used?,1
How are the tests used?,1
How are these tests used?,1
How are the newly approved oral anticoagulation drugs monitored?,1
How are testosterone levels used to monitor transgender individuals?,1
How are Shiga toxin-producing E. coli infections of the digestive tract treated?,1
How are ovarian tumors treated?,1
High-density Lipoprotein Cholesterol,1
How are deep vein thrombosis (DVT) and/or venous thromboembolism (VTE) treated?,1
How are classifications of body weight determined?,1
How are abnormal GH levels treated?,1
Homocysteine,1
HLA Testing,1
HLA-B27,1
HIV Viral Load,1
HIV Test Results,1
HIV Testing,1
"HIV Drug Resistance Testing, Genotype",1
Histone Antibody,1
"Histology (biopsy) slide showing prostate cancer. Image credit: Otis Brawley, NCI",1
Histamine,1
High-sensitivity C-reactive Protein (hs-CRP),1
"1,25 dihydroxyvitamin D",1
